applicant_id,gender,race,age,income,credit_score,loan_amount,loan_approved
669,Female,White,43,59012,657,217134,1
670,Female,Hispanic,45,49754,755,409523,0
671,Male,Asian,40,76849,698,165476,1
672,Male,Black,39,108579,709,366976,1
673,Female,Asian,52,99701,614,82814,1
674,Male,Asian,25,52198,661,100081,1
675,Female,Asian,37,97561,765,315303,1
676,Female,Black,35,49115,656,429831,0
677,Male,Asian,50,61888,698,403704,0
678,Male,Black,40,97291,588,145344,1
679,Female,White,50,77194,700,112677,1
680,Female,Asian,46,82913,609,175213,0
681,Female,White,27,30347,691,93951,0
682,Female,Black,28,95844,759,218745,0
683,Male,Hispanic,27,84421,643,204198,1
684,Male,White,41,100295,750,432244,1
685,Male,Asian,43,58881,742,264689,1
686,Male,Black,44,52475,604,357832,0
687,Male,White,58,60394,754,417010,1
688,Female,Black,39,47043,585,231824,0
689,Female,Black,40,88582,766,98433,0
690,Female,Asian,22,108246,737,90867,0
691,Male,White,36,59830,657,414732,1
692,Female,Hispanic,50,67731,754,418184,0
693,Male,Asian,33,88696,604,321402,1
694,Female,Black,27,93232,586,104434,1
695,Female,Asian,34,49567,714,448461,1
696,Male,Black,30,41302,640,304448,1
697,Female,Hispanic,22,101643,729,253862,0
698,Male,White,24,41944,610,424567,1
699,Male,Asian,29,102333,706,358639,1
700,Female,Black,44,103062,660,319027,0
701,Male,White,59,65834,585,356981,1
702,Male,Black,50,105202,746,406802,0
703,Male,Asian,52,82189,585,141875,1
704,Male,White,41,83157,742,345287,1
705,Female,Black,54,92598,775,362583,0
706,Female,Asian,58,105849,636,73836,1
707,Female,Hispanic,51,57869,712,69389,1
708,Male,Asian,43,108576,718,329678,0
709,Female,Hispanic,46,69553,596,306742,0
710,Female,Hispanic,47,81074,711,254137,0
711,Female,Black,38,67751,756,95241,0
712,Male,Black,52,67646,629,177878,1
713,Male,Asian,27,47055,723,353411,1
714,Male,White,24,80774,706,301900,1
715,Female,Black,27,98891,663,293039,0
716,Female,Asian,22,64121,763,230103,0
717,Female,Hispanic,24,48809,651,313783,0
718,Female,Asian,25,97225,705,188407,0
719,Female,White,53,78297,682,200871,0
720,Female,Hispanic,37,47774,713,313727,0
721,Female,Hispanic,24,44418,648,180589,0
722,Male,Black,57,80490,661,197540,1
723,Female,White,42,100634,756,326123,1
724,Male,Black,42,103527,756,80389,0
725,Female,Asian,52,38825,698,227737,1
726,Male,White,39,105267,668,122044,1
727,Male,Asian,43,60460,739,161252,1
728,Male,Black,54,66731,595,242591,0
729,Female,White,23,47970,713,333562,0
730,Male,Black,33,94763,639,319486,1
731,Female,Asian,49,103676,694,437043,1
732,Female,Asian,47,89724,630,339071,0
733,Female,Asian,50,36375,637,317321,1
734,Female,White,38,32593,640,339475,1
735,Male,Black,48,63295,698,150044,0
736,Female,Black,26,50479,682,58093,1
737,Female,Hispanic,43,54011,777,423387,1
738,Female,Asian,53,94125,658,54527,0
739,Male,White,45,102291,626,413899,1
740,Female,White,29,65417,671,152084,1
741,Female,Hispanic,56,87584,773,384477,0
742,Female,Asian,46,60572,712,295261,1
743,Female,Black,37,73084,582,273360,0
744,Female,Black,55,57521,664,413010,0
745,Male,Asian,43,60054,689,432636,1
746,Male,Hispanic,33,70275,755,291003,0
747,Male,White,31,38224,771,272040,1
748,Female,Black,30,93511,701,426199,1
749,Male,White,35,32380,600,410050,1
750,Female,White,47,71820,622,166172,0
751,Female,Black,44,57170,582,127940,1
752,Male,Hispanic,24,68376,587,388228,1
753,Female,White,52,106075,637,160799,0
754,Female,Black,53,92256,644,183921,1
755,Female,White,42,34145,615,308526,1
756,Female,White,57,43564,698,338841,1
757,Male,White,27,90204,583,76000,1
758,Male,Asian,47,35261,757,112754,1
759,Female,Black,31,33602,732,87999,0
760,Female,White,27,50388,644,391366,0
761,Female,White,55,34436,766,189596,1
762,Male,White,30,104955,680,299319,0
763,Female,Asian,25,62843,621,183093,1
764,Female,Hispanic,37,77717,703,229705,0
765,Male,Black,57,67648,669,110930,1
766,Male,White,36,91527,699,256980,1
767,Male,White,60,32634,691,81599,1
768,Female,Asian,33,53311,660,59124,0
769,Female,Black,48,52411,724,434937,1
770,Male,Black,32,56746,590,426386,1
771,Female,Asian,35,48344,733,356339,0
772,Male,Black,39,41730,658,315142,0
773,Female,Asian,53,88315,679,244340,1
774,Male,Hispanic,38,42084,743,291204,1
775,Female,Asian,33,76076,774,449898,1
776,Male,Black,31,100192,605,203037,0
777,Male,Asian,25,39042,687,238997,1
778,Female,Black,41,66766,654,438946,0
779,Male,White,30,37271,654,125191,1
780,Male,Hispanic,43,37058,730,146415,0
781,Male,Asian,57,91490,665,171281,1
782,Male,Black,32,83744,679,290048,1
783,Female,White,49,71167,701,345949,0
784,Male,Asian,39,58808,767,231758,0
785,Female,Black,42,99610,704,262244,0
786,Male,Hispanic,23,95625,719,403758,0
787,Female,Hispanic,28,78200,647,156701,0
788,Female,White,48,68465,712,90838,0
789,Female,Black,52,54884,625,188378,1
790,Female,White,41,54578,642,407174,0
791,Female,Black,55,41517,746,288763,1
792,Female,White,32,69927,613,296574,0
793,Female,Asian,24,109500,592,299955,0
794,Male,Black,35,82580,728,53870,1
795,Male,Asian,32,74290,706,145978,1
796,Male,White,48,37554,768,98294,1
797,Male,Hispanic,45,102286,611,145460,1
798,Female,White,34,88015,691,368322,0
799,Male,White,34,94574,613,162343,1
800,Female,Hispanic,37,60960,694,358276,0
